Title, ID, Acousticness, Danceability, Energy, Instrumentalness, Liveness, Loudness, Speechiness, Valence, Tempo, Popularity
All My Ex's Live In Texas,7k1Xm1wy00hCKJDYJL5p1n,0.235,0.762,0.318,6.12e-06,0.138,0.15665542828386544,0.0355,0.677,0.5932545454545454,0.6
Achy Breaky Heart,2EoIt9vdgFRNW03u5IvFsQ,0.0711,0.795,0.582,0,0.12,0.30935458750189443,0.0306,0.965,0.5536272727272727,0.67
I've Got You Babe,73xGJdrGW5KXcGI1pf41lp,0.262,0.511,0.845,0,0.187,0.5708432961578654,0.0489,0.797,0.7857500000000001,0.46
My Heart Will Go On - Love Theme from "Titanic",3oEHQmhvFLiE7ZYES0ulzv,0.732,0.428,0.276,5.33e-06,0.117,0.2579505927251243,0.0312,0.0382,0.4508863636363636,0.77
Margaritaville,4EEjMyQub6tgFVshlM9j1M,0.736,0.804,0.542,0.00105,0.108,0.20651712630998,0.0344,0.874,0.5680681818181817,0.66
That's What She Said,1x6xY7mgpXFRnY8mPgXbx9,0.000646,0.412,0.874,0,0.103,0.5331080972082524,0.206,0.717,0.9040772727272727,0.34
Stacy's Mom,27L8sESb3KR79asDUBu8nW,0.0021,0.774,0.75,1.85e-05,0.0808,0.5659840622355732,0.0413,0.925,0.5364318181818182,0.76
Epilog (Ballad No.2),46Ckjb4zIAsViidNIU1raJ,0.972,0.174,0.00594,0.694,0.0946,0.018632951130166126,0.0475,0.0351,0.5909409090909091,0.0
As Long As You Love Me,0pwYLVXVknPSGUQb39cePC,0.0807,0.571,0.873,0,0.361,0.6765804207377077,0.0997,0.613,0.634959090909091,0.74
Build Me Up Buttercup,6sPOmDulFtLzfX25zICNrC,0.313,0.66,0.512,0,0.283,0.4361309661500597,0.0294,0.852,0.6073045454545455,0.75
Ignition - Remix,5dNfHmqgr128gMY2tc5CeJ,0.061,0.795,0.523,0,0.0914,0.4370388185845829,0.0423,0.855,0.6046545454545454,0.72
Pretty Fly (For A White Guy),3SFXsFpeGmBTtQvKiwYMDA,0.112,0.722,0.901,0,0.0674,0.6551967019291817,0.105,0.963,0.6518227272727273,0.74
One Fine Day,6vcG9EgeqJUSmmF65lxUm6,0.488,0.251,0.868,7.34e-06,0.814,0.7333124812988587,0.128,0.599,0.8051363636363637,0.64
2-Eleven,3fjxOfJbvpXh39lHEVjlMq,0.116,0.807,0.368,0.096,0.0902,0.1905401145782544,0.225,0.0959,0.5456318181818182,0.27
Faith - Remastered,0HEmnAUT8PHznIAAmVXqFJ,0.0094,0.887,0.48,3.58e-05,0.0662,0.2501733468656452,0.117,0.607,0.43566363636363636,0.76
Red Roses (feat. Landon Cube),3ZhTT6yjZwpPph5MIJ53XY,0.547,0.691,0.683,0,0.221,0.42853947211405,0.0954,0.456,0.6363727272727273,0.78
Caroline,5hTpBe8h35rJ67eAWHQsJx,0.17,0.941,0.335,0,0.262,0.30853370355838566,0.505,0.707,0.5456409090909091,0.79
Crazy Bitch,5XfQTbialQHn9PhDb0p85H,0.0247,0.661,0.978,0,0.0856,0.7018980171632474,0.107,0.592,0.4455409090909091,0.67
My Band,4XHQyvbrBsQaaBUW1VvmsL,0.497,0.851,0.849,2.05e-06,0.116,0.6765022636171509,0.0828,0.844,0.5455181818181818,0.7
Back At One,6mwA6YiKDjAUG8kWvRRUPh,0.542,0.649,0.357,0,0.151,0.349896466398799,0.0307,0.241,0.5899909090909091,0.73
Can�t Do It Without You - Duet,1R9mzRZ5oC2Z9SQhyigXlp,0.0214,0.587,0.686,0,0.035,0.6681142183180427,0.171,0.962,0.35292727272727276,0.4
Bring Me To Life,0COqiPhxzoWICwFCS4eZcp,0.00895,0.316,0.945,1.85e-06,0.396,0.6934353711428475,0.124,0.32,0.8633227272727273,0.8
Fat Lip,4KacUpvbA3Mfo05gttTjhN,0.000618,0.574,0.911,0,0.0769,0.5499351219727244,0.0715,0.573,0.44579545454545455,0.75
Always On Time,4hrae8atte6cRlSC9a7VCO,0.205,0.607,0.714,0,0.301,0.499595827588097,0.278,0.827,0.43917727272727275,0.74
Hot In Herre,04KTF78FFg8sOHC1BADqbY,0.218,0.965,0.736,0,0.0595,0.5609069380117495,0.144,0.921,0.48668181818181816,0.74
Int'l Players Anthem (I Choose You) (feat. OutKast),2bQdgtO42TfS37YWupeMrr,0.0598,0.697,0.681,0,0.301,0.555811144279265,0.219,0.82,0.35385,0.62
In Da Club,4RY96Asd9IefaL3X4LOLZ8,0.283,0.865,0.73,0,0.0753,0.7225486662355476,0.373,0.808,0.40952727272727274,0.73
Price Tag - We Just Wanna Make the World Dance,37zD3cq01CgyclL8cqbqsD,0.269,0.627,0.84,0,0.165,0.6812864097215448,0.0705,0.817,0.7949727272727273,0.08
Get Ya Freak On - Trap Mix,7dEAOJzBWUVHIyTpMvqIbt,0.000945,0.823,0.995,0.00221,0.0964,0.7861264700032993,0.211,0.745,0.7726909090909091,0.27
Gold Digger,1PS1QMdUqOal0ai3Gt7sDQ,0.0223,0.638,0.699,0,0.0917,0.5272893147580064,0.384,0.66,0.42245,0.8
Drop It Like It's Hot,2NBQmPrOEEjA8VbeWOQGxO,0.187,0.881,0.622,0,0.103,0.6192097099676919,0.215,0.633,0.4181318181818182,0.69
All About the Benjamins,0gEF7HzO1mYr9Hp4pdKalV,0.0852,0.825,0.725,4.27e-06,0.251,0.6194959117323408,0.204,0.704,0.40850909090909093,0.6
What's Your Fantasy (Featuring Shawna),4LwOrnuxJwR7C5Sw4liY4Z,0.171,0.914,0.813,0,0.124,0.6592206466916248,0.163,0.962,0.6367681818181818,0.65
Hey Look Ma I Made It,22oEJW6r2rMb9z4IntfyEa,0.0137,0.577,0.833,0,0.121,0.6801068526399134,0.0695,0.58,0.49061818181818184,0.82
So Fresh So Clean,6glsMWIMIxQ4BedzLqGVi4,0.0278,0.725,0.64,0,0.099,0.40122961467061247,0.332,0.915,0.7546772727272727,0.68
Let Me Blow Ya Mind,3RmKpob8xzv1pzHEQrMJah,0.243,0.909,0.539,0,0.0674,0.6100502551361117,0.116,0.869,0.40926363636363633,0.73
Get Low,0r2Bul2NuCViraT2zX1l5j,0.0301,0.521,0.625,0,0.121,0.42190789806500895,0.067,0.136,0.45917727272727277,0.73
Stay Fly - Explicit Album Version,5MYFw4T2gy52pOGBN4EYHS,0.108,0.789,0.881,0,0.355,0.5141756994169188,0.0331,0.647,0.6059136363636363,0.61
We Fly High,5rXkgeY6rpcHcsolCpXZHR,0.0847,0.685,0.8,0,0.092,0.46846072343621276,0.298,0.483,0.5464818181818182,0.59
Shake It Fast,10UJwHwGSXnljKk4Nw3qrf,0.00223,0.805,0.879,0,0.659,0.5924094940002428,0.16,0.747,0.7817636363636363,0.47
Mo Money Mo Problems - 2014 Remaster,4INDiWSKvqSKDEu7mh8HFz,0.0128,0.845,0.884,2.1e-06,0.203,0.594191552528466,0.0759,0.904,0.47516363636363634,0.75
Ruff Ryders' Anthem,1BKT2I9x4RGKaKqW4up34s,0.0564,0.88,0.577,1.02e-06,0.201,0.3926094127349372,0.302,0.74,0.41359545454545454,0.68
Gin And Juice (feat. Dat Nigga Daz),0WKYRFtH6KKbaNWjsxqm70,0.0285,0.549,0.853,0.000296,0.618,0.6089940340104166,0.188,0.346,0.43043181818181814,0.75
Knuck If You Buck (feat. Lil' Scrappy),0RZXNlGPvfMo54fd6uCvAT,0.0582,0.865,0.844,0,0.373,0.5647431088453259,0.311,0.755,0.6822272727272728,0.62
I Have Nothing,31er9IGsfFbwqy1pH4aiTP,0.576,0.54,0.401,0,0.164,0.29733612638292517,0.0364,0.24,0.6953363636363636,0.75
Kiss from a Rose,3YKptz29AsOlm7WAVnztBh,0.684,0.583,0.532,0,0.306,0.4398245379612178,0.0309,0.223,0.5988227272727273,0.74
Semi-Charmed Life,42et6fnHCw1HIPSrdPprMl,0.00832,0.64,0.864,0,0.123,0.4678117489157001,0.0315,0.7,0.4637545454545454,0.77
Love On The Brain,5oO3drDxtziYU2H1X23ZIp,0.0777,0.503,0.632,1.3e-05,0.0758,0.5707773535633869,0.0492,0.369,0.7814545454545454,0.82
Angel Of The Morning,6NVB6W7G3svCKe5zB7kY8q,0.433,0.456,0.233,6.42e-05,0.0538,0.23234384518859355,0.0255,0.424,0.3417,0.59
Give Me One Reason,4vDBJeeQCbhP9FaPPMsYkY,0.602,0.608,0.419,7.58e-06,0.108,0.3143985930670309,0.0331,0.602,0.45554545454545453,0.71
Let's Dance - 2018 Remaster,3ix6K4wZY29bCujrSznwFZ,0.0125,0.654,0.743,0.0272,0.153,0.4233726561812636,0.0605,0.632,0.5220272727272728,0.71
Here Comes Your Man,0cs671lxX2eoDzr2KMuo3N,0.0451,0.664,0.788,0.0416,0.117,0.24084329520646638,0.0294,0.869,0.5659545454545455,0.7
Best of My Love,2M2WJ7gBlcKNxdhyfPp9zY,0.447,0.784,0.713,0.14,0.0904,0.45245095923769374,0.0339,0.97,0.5247409090909091,0.68
Lovesick Blues - Show 9,6uzAorm9rlMshQ9rjKviNl,0.959,0.685,0.35,0,0.605,0.39324491075651136,0.0405,0.68,0.6073409090909091,0.51
Mary Jane's Last Dance,3dmqIB2Qxe2XZobw9gXxJ6,0.0272,0.464,0.655,1.34e-06,0.328,0.3511923522241793,0.0608,0.531,0.7705227272727272,0.74
Cake By The Ocean,76hfruVvmfQbw0eYn1nmeC,0.156,0.774,0.765,0,0.0373,0.5334777476790569,0.0502,0.917,0.5409136363636364,0.81
Part of Your World - From "The Little Mermaid" / Soundtrack Version,5J4pDyvjRrYfcgHetKjKSj,0.92,0.367,0.138,0.000215,0.281,0.17295876117908296,0.0365,0.342,0.4061681818181818,0.68
Teenage Dirtbag,3LI4MmibTkXH5cGpCGZgyw,0.36,0.617,0.84,8.85e-05,0.179,0.6253922877330913,0.0512,0.57,0.43034545454545453,0.73
Take Me or Leave Me,0E1NL6gkv5aQKGNjJfBE3A,0.318,0.457,0.763,0,0.0322,0.6705886638423557,0.255,0.87,0.7956500000000001,0.62
We Are The Champions - Remastered 2011,7ccI9cStQbQdystvc6TvxD,0.389,0.467,0.486,0,0.121,0.46409755432236904,0.0274,0.184,0.43274999999999997,0.69
Work from Home (feat. Ty Dolla $ign),4tCtwWceOPWzenK2HAIJSb,0.103,0.803,0.585,3.94e-06,0.0644,0.5080937653999841,0.0432,0.593,0.47735,0.79
Tonight You Belong To Me,6TGjPUIJuJYRnHc4tXiQDI,0.938,0.695,0.278,0,0.0858,0.35026045021053254,0.0303,0.742,0.4925227272727273,0.59
Baggy Trousers,3Sbnhrpec0ULbeWBsA6GS6,0.143,0.64,0.887,0,0.336,0.5481591280100881,0.0368,0.94,0.6570272727272727,0.34
I'm Too Sexy,2WElktskrNJEwgpp5Vouxk,4.91e-05,0.683,0.739,0.0122,0.293,0.22711580313144453,0.0495,0.836,0.5550590909090909,0.62
Uptown Girl,5zA8vzDGqPl2AzZkEYQGKh,0.0747,0.701,0.943,0,0.601,0.708251341010917,0.0456,0.791,0.5863272727272727,0.8
House Fire,1RJyToUKkGSEfJjavJHSsF,0.241,0.519,0.707,0.102,0.267,0.37787998207905665,0.0272,0.545,0.4243090909090909,0.64
Karma Chameleon - Remastered,2wSAWEYUHkt92X4SBAPqZE,0.225,0.668,0.73,0,0.188,0.43618135288537924,0.0366,0.894,0.4184045454545455,0.75
Video Games - Remastered,24jvD83UgLmrdGjhWTFslY,0.811,0.236,0.249,1e-06,0.087,0.3300675771493887,0.0348,0.181,0.33112272727272724,0.66
Forgot About Dre,7iXF2W9vKmDoGAhlHdpyIa,0.0879,0.937,0.731,0,0.163,0.7816890137502879,0.0815,0.626,0.6089136363636364,0.72
My Immortal,4UzVcXufOhGUwF56HT7b8M,0.862,0.186,0.29,0,0.13,0.35322678882409486,0.0333,0.0776,0.31360000000000005,0.76
Cry Me a River,7Lf7oSEVdzZqTA0kEDSlS5,0.575,0.624,0.653,0,0.104,0.4674875988757277,0.176,0.565,0.33583636363636366,0.77
Skinny Love,2cbic3TiUENlJX91y67ARR,0.844,0.593,0.263,5.36e-06,0.127,0.1977614776748786,0.0567,0.109,0.3471772727272727,0.73
Under Pressure - Remastered,11IzgLRXV7Cgek3tEgGgjw,0.444,0.667,0.705,0,0.107,0.4128911306586994,0.0488,0.506,0.5173090909090909,0.75
Ebony And Ivory - Remixed 2015,3fVSMbeq8tY3G85yxcJwRU,0.0784,0.567,0.692,0,0.0338,0.40234360297735955,0.0379,0.708,0.7304409090909091,0.63
Through Glass,5NeIONQWJ25uPylJBJiO4c,0.0417,0.545,0.753,0,0.389,0.5865529814760899,0.036,0.434,0.4807,0.74
(I've Had) The Time of My Life - From "Dirty Dancing" Soundtrack,4BFMQ15vXr626UOoZL8bUI,0.0874,0.7,0.781,0.00342,0.059,0.3853300666828957,0.0507,0.385,0.4940681818181818,0.71
Fairytale of New York (feat. Kirsty MacColl),3VTNVsTTu05dmTsVFrmGpK,0.501,0.319,0.651,4.73e-05,0.241,0.48101929365055396,0.0342,0.474,0.5386409090909091,0.62
Here Comes The Sun - Remastered 2009,6dGnYIeXmHdcikdzNNDMm2,0.0339,0.557,0.54,0.00248,0.179,0.2978518173102235,0.0347,0.394,0.5871409090909091,0.84
A Whole New World (End Title) - From "Aladdin",1iWHabUgUuuKLBa0TzTHfk,0.0575,0.302,0.414,0,0.0861,0.3895822898302499,0.0319,0.105,0.5023090909090909,0.81
Under the Sea - From "The Little Mermaid" / Soundtrack Version,4qqfI5oNO53a6W7nWfutKH,0.709,0.545,0.454,0,0.0914,0.17247988184292062,0.167,0.869,0.4532818181818182,0.69
Don't Stop Moving,1w9aT86ZdcVgpkBXZa89us,1.27e-05,0.43,0.8,0.89,0.277,0.367929178906404,0.0306,0.662,0.5911863636363637,0.23
Lose Yourself - From "8 Mile" Soundtrack,5Z01UMMf7V1o0MzF86s6WJ,0.00704,0.698,0.732,0.000647,0.359,0.5930942677490848,0.266,0.0689,0.7792318181818182,0.79
California Love - Original Version,3djNBlI7xOggg7pnsOLaNm,0.0292,0.761,0.847,2.26e-06,0.39,0.7015737463370625,0.0417,0.765,0.41599545454545456,0.68
Can't Hold Us - feat. Ray Dalton,3bidbhpOYeV4knp8AIu8Xn,0.0291,0.641,0.922,0,0.0862,0.5975646318143114,0.0786,0.847,0.6639909090909091,0.83
Fight For Your Right,5NLuC70kZQv8q34QyQa1DP,0.129,0.673,0.72,0.0133,0.0813,0.30037430977626123,0.0376,0.6,0.6073636363636364,0.7
Still D.R.E.,503OTo2dSqe7qk76rgsbep,0.177,0.821,0.774,0.000676,0.0577,0.6737724449401908,0.235,0.547,0.4246590909090909,0.76
Where Is The Love?,3CNqo3gYrfexdrtjFmC9he,0.104,0.835,0.706,0,0.137,0.6894414772951429,0.193,0.843,0.42766363636363636,0.69
Mr. Brightside,7oK9VyNzrYvRFo7nQEYkWN,0.00108,0.33,0.936,0,0.0926,0.6551967019291817,0.0917,0.234,0.6732363636363636,0.79
Thunderstruck,57bgtoPSgt236HzfBOd8kj,0.000147,0.501,0.889,0.0114,0.217,0.5499986566391077,0.0364,0.257,0.6069045454545455,0.83
Seven Nation Army,7i6r9KotUPQg3ozKKgEPIN,0.00817,0.737,0.463,0.447,0.255,0.4048146295089893,0.0792,0.324,0.5630954545454545,0.76
Come On Eileen,2Hw2JEL4tjdcX8aERfIdBF,0.658,0.45,0.674,4.29e-06,0.404,0.4599875333463037,0.0485,0.72,0.48617727272727274,0.73
Welcome To The Jungle,0G21yYKMZoHa30cYVi1iA8,0.0195,0.453,0.987,0.283,0.268,0.5956348202129351,0.0889,0.316,0.5615636363636364,0.74
Baba O'Riley,3qiyyUfYe7CRYLucrPmulD,0.287,0.494,0.722,0.186,0.283,0.38011292837701516,0.0347,0.156,0.5332363636363636,0.79
Killing In The Name,59WN2psjkt1tyaxjspN8fp,0.0266,0.466,0.833,0,0.0327,0.6145064250198743,0.304,0.661,0.4035681818181818,0.79
Get Down On It,4yKZACkuudvfd600H2dQie,0.205,0.879,0.626,6.07e-05,0.056,0.4805194278052521,0.0604,0.968,0.5039272727272728,0.71
Disco Inferno,69bHJ9qs5FrUJbKP8xU8uZ,0.206,0.925,0.659,7.88e-05,0.279,0.5768094343199872,0.231,0.71,0.4409909090909091,0.69
I'm Coming Out,3SnGymj6ijE2iuUfWxLo1q,0.179,0.729,0.832,0.352,0.0806,0.34675774228284634,0.0479,0.758,0.5005272727272727,0.65
Boogie Wonderland,6ztstiyZL6FXzh4aG46ZPD,0.0843,0.802,0.756,0.00765,0.0521,0.2874733254084819,0.0349,0.963,0.5987045454545454,0.74
Always On My Mind,2xYQTU2bbg6WVAmpY1eae4,0.755,0.518,0.261,0.00106,0.144,0.2014741520816227,0.0272,0.2,0.33334545454545456,0.64
The Gambler,5KqldkCunQ2rWxruMEtGh0,0.342,0.671,0.501,0,0.194,0.21968374045030403,0.0594,0.86,0.3956272727272727,0.72
You Can't Stop The Beat,3pMsqOoZTtzUiZXmDVtrCD,0.0382,0.52,0.944,0,0.141,0.5796149318272649,0.157,0.725,0.7749272727272728,0.63
Defying Gravity - From "Wicked" Original Broadway Cast Recording/2003,1bpnYrDCforv9ctJMzJRV8,0.737,0.306,0.377,0,0.0365,0.39274550437020755,0.0344,0.245,0.3896090909090909,0.6
Overture/And All That Jazz,3cGmUgp7hF5Eb8NyuEmtCA,0.381,0.579,0.597,2.7e-05,0.326,0.4697071087795259,0.111,0.703,0.5451,0.55
Sweet Transvestite,0K9n8TBThz4xNAkF1eIlB6,0.592,0.543,0.422,0,0.246,0.24307947732567114,0.383,0.527,0.48702727272727275,0.61
Alexander Hamilton,4TTV7EcfroSLWzXRY6gLv6,0.524,0.609,0.435,0,0.118,0.4032277034654203,0.284,0.563,0.599990909090909,0.72
It's a Hard-Knock Life,7zoA6E91FMl40XTnx9OfIk,0.916,0.608,0.18,0.00176,0.129,0.216009499804663,0.0497,0.314,0.6158545454545454,0.4
A Million Dreams,0RoA7ObU6phWpqhlC9zH4Z,0.243,0.265,0.312,0,0.0893,0.2591453358824438,0.0569,0.0998,0.24885,0.78
Dodged A Bullet,2PGNudaDNKEG6ae7dVfp8g,0.135,0.497,0.464,5.55e-05,0.566,0.31900847708283947,0.0269,0.222,0.36344090909090904,0.47
Party In The USA,5JBO4s2J2wfefYy0kOzIbM,0.0101,0.689,0.577,0,0.102,0.37570355353444845,0.0317,0.854,0.43630454545454544,0.41
All The Small Things,2m1hi0nfMR9vdGC8UcrnwU,0.0103,0.434,0.897,0,0.612,0.5665728336469373,0.0488,0.684,0.6760272727272727,0.81
Smells Like Teen Spirit,5ghIJDpPoe3CfHMGu71E6T,2.86e-05,0.516,0.906,0.000101,0.105,0.592888752554463,0.0658,0.728,0.5307954545454546,0.76
Thinking out Loud,34gCuhDGsG4bRPIf9bb02f,0.474,0.781,0.445,0,0.184,0.4964888877598856,0.0295,0.591,0.3590818181818182,0.85
Blue Christmas,3QiAAp20rPC3dcAtKtMaqQ,0.902,0.465,0.27,0.00104,0.145,0.14591161812480274,0.0425,0.58,0.4296318181818182,0.6
We're Going To Ibiza,3i58kGjKF99dc8QKUTPzwH,0.0013,0.705,0.746,0.771,0.049,0.22609484439027203,0.0431,0.887,0.4819045454545455,0.0
Evil Woman,777NOXupZkFdg8zlPMoVqc,0.457,0.677,0.619,0.000149,0.221,0.4230792983001449,0.0334,0.74,0.5437454545454545,0.66
Space Oddity - 2015 Remaster,72Z17vmmeQKAg8bptWvpVG,0.0748,0.299,0.443,0.000138,0.177,0.23269304571689603,0.0346,0.434,0.6342681818181818,0.74
PS I Still Love You,5SwfG5qoNSnJeNJR6L1Dpd,0.972,0.639,0.0423,0.859,0.129,0.04551544512426301,0.0453,0.282,0.4501727272727273,0.19
American Pie,1fDsrQ23eTAVFElUMaf38X,0.699,0.531,0.481,0,0.0842,0.2585472741933819,0.06,0.491,0.6293181818181818,0.75
De Do Do Do De Da Da Da,0yJvWbn8xQKiDZ84VN5lQG,0.06,0.78,0.523,0.0629,0.24,0.3583231932667556,0.051,0.855,0.6720909090909092,0.62
Tequila,7Il2yWQmsqKgSkLQvHTPUI,0.0292,0.474,0.594,0,0.133,0.5142945129543894,0.0289,0.503,0.39150454545454544,0.78
Save Tonight,1t2Hq2WIBcZINOEnK6mdJG,9.24e-05,0.547,0.693,5.46e-05,0.113,0.3624029656811386,0.0353,0.583,0.5434863636363636,0.66
Knockin' On Heaven's Door,4JiEyzf0Md7KEFFGWDDdCr,0.0211,0.496,0.739,0.00444,0.106,0.435627418817171,0.0415,0.378,0.6018636363636364,0.79
When I Come Around,1Dr1fXbc2IxaK1Mu8P8Khz,0.0175,0.531,0.909,0,0.231,0.6130174300265782,0.034,0.814,0.4433909090909091,0.77
I Love Rock 'N Roll,2Cdvbe2G4hZsnhNMKyGrie,0.326,0.535,0.716,0,0.659,0.5596124638140505,0.0431,0.901,0.42899545454545457,0.74
Brown Eyed Girl,3yrSvpt2l1xhsV9Em88Pul,0.182,0.491,0.583,0,0.407,0.2817849893574521,0.0376,0.907,0.6844181818181818,0.81
Take The Money And Run,1ZhrREyOOeFV6TxDOyiPwu,0.0504,0.571,0.633,1.64e-06,0.171,0.22422203991550368,0.0475,0.857,0.44732727272727274,0.7
Island In The Sun,2MLHyLy5z5l5YRp7momlgw,0.00719,0.654,0.81,0.00251,0.165,0.48520511574677033,0.0288,0.661,0.5210136363636364,0.78
Spiderwebs,4ZD6SiaJi75smnel0d7jl3,0.0397,0.49,0.841,1.47e-05,0.0987,0.4412495360760427,0.0544,0.697,0.6515318181818182,0.6
Bitter Sweet Symphony,57iDDD9N9tTWe75x6qhStw,0.0335,0.356,0.917,0,0.406,0.4996535464952262,0.0479,0.518,0.7780727272727272,0.8
You Win Again,22rWCwnb3rvPg8lzns0kVG,0.347,0.324,0.734,0.00304,0.22,0.3188979363259671,0.061,0.103,0.4692363636363636,0.1
Basket Case,6L89mwZXSOwYl76YXfX13s,0.00293,0.442,0.943,8.71e-06,0.091,0.6905574431395687,0.0602,0.781,0.3866545454545454,0.81
I Don't Care (with Justin Bieber),3HVWdVOQ0ZA45FuZGSfvns,0.0912,0.798,0.675,0,0.0894,0.5585790357279692,0.0442,0.842,0.46343636363636365,0.94
Or Nah - Remix,7t2bFihaDvhIrd2gn2CWJO,0.22,0.805,0.33,0,0.105,0.3655143621000083,0.1,0.211,0.5544090909090909,0.79
Save Tonight,1t2Hq2WIBcZINOEnK6mdJG,9.24e-05,0.547,0.693,5.46e-05,0.113,0.3624029656811386,0.0353,0.583,0.5434863636363636,0.66
You Wreck Me,0YkbYk24ODhuewb79zZZzM,0.000605,0.479,0.89,0.000345,0.0932,0.5927517819894597,0.0374,0.795,0.7476863636363636,0.59
Yer So Bad,2ZS3jFe6p8UoVyrY5jWBlF,0.00891,0.571,0.533,0,0.194,0.2290392357547227,0.0288,0.758,0.41120909090909086,0.53
Runnin' Down A Dream,5yAu4njFSdM47dfsTkQPZ2,0.000596,0.471,0.956,0.62,0.624,0.4790229448155748,0.0403,0.715,0.7718090909090909,0.7
I Won't Back Down,7gSQv1OHpkIoAdUiRLdmI6,0.0512,0.783,0.502,3.15e-06,0.156,0.212789666877506,0.0325,0.962,0.5182727272727272,0.74
American Girl,7MRyJPksH3G2cXHN8UKYzP,0.448,0.55,0.824,0.000127,0.366,0.5006936278556672,0.0334,0.777,0.5205090909090909,0.76
